urls;actions;numerosity
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=47&GameID=0022400363&Season=2024-25&flag=1&title=Brown%202%27%20Driving%20Layup%20(4%20PTS)%20(White%201%20AST);[{'player': '7', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '0', 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=53&GameID=0022400363&Season=2024-25&flag=1&title=Bulls%20Rebound;[{'player': '2', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=58&GameID=0022400363&Season=2024-25&flag=1&title=LaVine%20Driving%20Dunk%20(2%20PTS);[{'player': '8', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None, 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=59&GameID=0022400363&Season=2024-25&flag=1&title=Tatum%2026%27%203PT%20Step%20Back%20Jump%20Shot%20(5%20PTS);[{'player': '0', 'action': '3PT Shot', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=60&GameID=0022400363&Season=2024-25&flag=1&title=LaVine%2026%27%203PT%20Pullup%20Jump%20Shot%20(5%20PTS);[{'player': '8', 'action': '3PT Shot', 'result': True, 'assisted': False, 'other_player': None, 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=62&GameID=0022400363&Season=2024-25&flag=1&title=Buzelis%20REBOUND%20(Off:0%20Def:1);[{'player': '0', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '14', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=64&GameID=0022400363&Season=2024-25&flag=1&title=Tatum%20REBOUND%20(Off:0%20Def:3);[{'player': '14', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '0', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=65&GameID=0022400363&Season=2024-25&flag=1&title=White%20Running%20Finger%20Roll%20Layup%20(2%20PTS);[{'player': '0', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None, 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=66&GameID=0022400363&Season=2024-25&flag=1&title=Dosunmu%2027%27%203PT%20Jump%20Shot%20(3%20PTS)%20(LaVine%201%20AST);[{'player': '11', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '8', 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=69&GameID=0022400363&Season=2024-25&flag=1&title=Buzelis%20REBOUND%20(Off:0%20Def:2);[{'player': '8', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '14', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=72&GameID=0022400363&Season=2024-25&flag=1&title=Ball%20Offensive%20Foul%20Turnover%20(P1.T1);[{'player': '2', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '2', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=80&GameID=0022400363&Season=2024-25&flag=1&title=Vucevic%20REBOUND%20(Off:0%20Def:4);[{'player': '0', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '9', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=85&GameID=0022400363&Season=2024-25&flag=1&title=Vucevic%20Offensive%20Foul%20Turnover%20(P1.T2);[{'player': '2', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '9', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '9', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '9', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];4
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=87&GameID=0022400363&Season=2024-25&flag=1&title=Porzingis%20REBOUND%20(Off:1%20Def:1);[{'player': '0', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '8', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=89&GameID=0022400363&Season=2024-25&flag=1&title=Horton-Tucker%20REBOUND%20(Off:0%20Def:1);[{'player': '0', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '22', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=90&GameID=0022400363&Season=2024-25&flag=1&title=Tatum%20P.FOUL%20(P1.T1)%20(T.Brothers);[{'player': '0', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=93&GameID=0022400363&Season=2024-25&flag=1&title=Pritchard%20REBOUND%20(Off:0%20Def:1);[{'player': '22', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '11', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=94&GameID=0022400363&Season=2024-25&flag=1&title=LaVine%20P.FOUL%20(P1.T1)%20(T.Brothers);[{'player': '8', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=96&GameID=0022400363&Season=2024-25&flag=1&title=Pritchard%2028%27%203PT%20Jump%20Shot%20(3%20PTS)%20(Tatum%201%20AST);[{'player': '11', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '0', 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=99&GameID=0022400363&Season=2024-25&flag=1&title=Porzingis%20REBOUND%20(Off:1%20Def:2);[{'player': '2', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '8', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=101&GameID=0022400363&Season=2024-25&flag=1&title=Buzelis%20REBOUND%20(Off:0%20Def:3);[{'player': '11', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '14', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=102&GameID=0022400363&Season=2024-25&flag=1&title=LaVine%203%27%20Driving%20Layup%20(7%20PTS);[{'player': '8', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None, 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=103&GameID=0022400363&Season=2024-25&flag=1&title=MISS%20White%2027%27%203PT%20Pullup%20Jump%20Shot;[{'player': '0', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=106&GameID=0022400363&Season=2024-25&flag=1&title=White%20REBOUND%20(Off:1%20Def:3);[{'player': '9', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '8', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '0', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];3
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=117&GameID=0022400363&Season=2024-25&flag=1&title=Horford%20REBOUND%20(Off:1%20Def:0);[{'player': '0', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '42', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=119&GameID=0022400363&Season=2024-25&flag=1&title=Smith%20REBOUND%20(Off:0%20Def:1);[{'player': '42', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '7', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=120&GameID=0022400363&Season=2024-25&flag=1&title=Horton-Tucker%205%27%20Driving%20Layup%20(2%20PTS)%20(Buzelis%201%20AST);[{'player': '22', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '14', 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=122&GameID=0022400363&Season=2024-25&flag=1&title=Tatum%2027%27%203PT%20Pullup%20Jump%20Shot%20(8%20PTS)%20(White%202%20AST);[{'player': '0', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '0', 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=125&GameID=0022400363&Season=2024-25&flag=1&title=Springer%20REBOUND%20(Off:0%20Def:1);[{'player': '14', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '44', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=127&GameID=0022400363&Season=2024-25&flag=1&title=Smith%20REBOUND%20(Off:0%20Def:2);[{'player': '0', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '7', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=128&GameID=0022400363&Season=2024-25&flag=1&title=Dosunmu%20Traveling%20Turnover%20(P1.T3);[{'player': '11', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '11', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=131&GameID=0022400363&Season=2024-25&flag=1&title=Tatum%206%27%20Driving%20Layup%20(10%20PTS);[{'player': '0', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=133&GameID=0022400363&Season=2024-25&flag=1&title=Horford%20Violation:Defensive%20Goaltending%20(T.Brothers);[{'player': '11', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '42', 'action': 'Violation', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=136&GameID=0022400363&Season=2024-25&flag=1&title=Pritchard%202%27%20Putback%20Layup%20(5%20PTS);[{'player': '42', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '11', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '11', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];3
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=140&GameID=0022400363&Season=2024-25&flag=1&title=Pritchard%20STEAL%20(1%20STL);[{'player': '7', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '11', 'action': 'Steal', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=142&GameID=0022400363&Season=2024-25&flag=1&title=Horton-Tucker%20S.FOUL%20(P1.T2)%20(J.Van%20Duyne);[{'player': '22', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=144&GameID=0022400363&Season=2024-25&flag=1&title=Tatum%20Free%20Throw%201%20of%202%20(11%20PTS);[{'player': '0', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=145&GameID=0022400363&Season=2024-25&flag=1&title=Tatum%20Free%20Throw%202%20of%202%20(12%20PTS);[{'player': '0', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=146&GameID=0022400363&Season=2024-25&flag=1&title=White%202%27%20Driving%20Layup%20(2%20PTS);[{'player': '0', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None, 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=147&GameID=0022400363&Season=2024-25&flag=1&title=Holiday%203%27%20Driving%20Layup%20(2%20PTS);[{'player': '4', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=148&GameID=0022400363&Season=2024-25&flag=1&title=Horford%20BLOCK%20(1%20BLK);[{'player': '44', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '42', 'action': 'Block', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=160&GameID=0022400363&Season=2024-25&flag=1&title=Springer%20REBOUND%20(Off:0%20Def:2);[{'player': '0', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '44', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=163&GameID=0022400363&Season=2024-25&flag=1&title=Horford%202%27%20Cutting%20Layup%20Shot%20(2%20PTS)%20(Holiday%201%20AST);[{'player': '4', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '11', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '42', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '4', 'color': 'white'}];3
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=165&GameID=0022400363&Season=2024-25&flag=1&title=Phillips%201%27%20Cutting%20Dunk%20Shot%20(2%20PTS)%20(Horton-Tucker%201%20AST);[{'player': '15', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '22', 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=167&GameID=0022400363&Season=2024-25&flag=1&title=Pritchard%2025%27%203PT%20Jump%20Shot%20(8%20PTS)%20(Holiday%202%20AST);[{'player': '11', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '4', 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=169&GameID=0022400363&Season=2024-25&flag=1&title=Horford%20S.FOUL%20(P1.T1)%20(J.Van%20Duyne);[{'player': '42', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=172&GameID=0022400363&Season=2024-25&flag=1&title=Bulls%20Rebound;[{'player': '0', 'action': 'Free Throw', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=173&GameID=0022400363&Season=2024-25&flag=1&title=White%20Free%20Throw%202%20of%202%20(3%20PTS);[{'player': '0', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=174&GameID=0022400363&Season=2024-25&flag=1&title=Brown%20Out%20of%20Bounds%20-%20Bad%20Pass%20Turnover%20Turnover%20(P1.T1);[{'player': '7', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=177&GameID=0022400363&Season=2024-25&flag=1&title=Pritchard%20REBOUND%20(Off:2%20Def:2);[{'player': '0', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '42', 'action': 'Block', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '11', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];3
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=178&GameID=0022400363&Season=2024-25&flag=1&title=Holiday%203%27%20Driving%20Layup%20(4%20PTS)%20(Pritchard%201%20AST);[{'player': '4', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '11', 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=181&GameID=0022400363&Season=2024-25&flag=1&title=Holiday%20REBOUND%20(Off:0%20Def:1);[{'player': '44', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '4', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=183&GameID=0022400363&Season=2024-25&flag=1&title=Phillips%20REBOUND%20(Off:0%20Def:1);[{'player': '44', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '15', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=184&GameID=0022400363&Season=2024-25&flag=1&title=Springer%20P.FOUL%20(P1.T2)%20(J.Van%20Duyne);[{'player': '44', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=193&GameID=0022400363&Season=2024-25&flag=1&title=Williams%20REBOUND%20(Off:0%20Def:2);[{'player': '2', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '4', 'action': 'Steal', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '11', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '44', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];4
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=194&GameID=0022400363&Season=2024-25&flag=1&title=Williams%2028%27%203PT%20Jump%20Shot%20(6%20PTS)%20(Dosunmu%201%20AST);[{'player': '44', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '11', 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=196&GameID=0022400363&Season=2024-25&flag=1&title=Williams%20P.FOUL%20(P1.T1)%20(J.Van%20Duyne);[{'player': '44', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=200&GameID=0022400363&Season=2024-25&flag=1&title=Dosunmu%20P.FOUL%20(P1.T2)%20(J.Van%20Duyne);[{'player': '11', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=203&GameID=0022400363&Season=2024-25&flag=1&title=Smith%20REBOUND%20(Off:0%20Def:3);[{'player': '7', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '7', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=204&GameID=0022400363&Season=2024-25&flag=1&title=Williams%2028%27%203PT%20Jump%20Shot%20(9%20PTS)%20(Phillips%201%20AST);[{'player': '44', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '15', 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=206&GameID=0022400363&Season=2024-25&flag=1&title=White%2026%27%203PT%20Jump%20Shot%20(5%20PTS)%20(Horford%201%20AST);[{'player': '0', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '42', 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=215&GameID=0022400363&Season=2024-25&flag=1&title=Vucevic%2027%27%203PT%20Jump%20Shot%20(5%20PTS)%20(Ball%201%20AST);[{'player': '9', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '2', 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=218&GameID=0022400363&Season=2024-25&flag=1&title=LaVine%20REBOUND%20(Off:0%20Def:1);[{'player': '7', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '8', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=220&GameID=0022400363&Season=2024-25&flag=1&title=Bulls%20Rebound;[{'player': '11', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=223&GameID=0022400363&Season=2024-25&flag=1&title=Phillips%20REBOUND%20(Off:1%20Def:1);[{'player': '15', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '15', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=225&GameID=0022400363&Season=2024-25&flag=1&title=Springer%20REBOUND%20(Off:0%20Def:3);[{'player': '2', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '44', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=226&GameID=0022400363&Season=2024-25&flag=1&title=Phillips%20P.FOUL%20(P1.T3)%20(I.Hwang);[{'player': '15', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=230&GameID=0022400363&Season=2024-25&flag=1&title=Ball%20S.FOUL%20(P2.T4)%20(T.Brothers);[{'player': '2', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=232&GameID=0022400363&Season=2024-25&flag=1&title=Porzingis%20Free%20Throw%201%20of%202%20(1%20PTS);[{'player': '8', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=234&GameID=0022400363&Season=2024-25&flag=1&title=LaVine%2028%27%203PT%20Step%20Back%20Jump%20Shot%20(10%20PTS);[{'player': '8', 'action': '3PT Shot', 'result': True, 'assisted': False, 'other_player': None, 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=235&GameID=0022400363&Season=2024-25&flag=1&title=Porzingis%204%27%20Cutting%20Finger%20Roll%20Layup%20Shot%20(4%20PTS)%20(Brown%201%20AST);[{'player': '8', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '7', 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=238&GameID=0022400363&Season=2024-25&flag=1&title=White%20REBOUND%20(Off:1%20Def:4);[{'player': '8', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '0', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=239&GameID=0022400363&Season=2024-25&flag=1&title=Porzingis%201%27%20Running%20Dunk%20(6%20PTS)%20(White%203%20AST);[{'player': '8', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '0', 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=241&GameID=0022400363&Season=2024-25&flag=1&title=Ball%2027%27%203PT%20Step%20Back%20Jump%20Shot%20(3%20PTS)%20(Vucevic%202%20AST);[{'player': '2', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '9', 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=244&GameID=0022400363&Season=2024-25&flag=1&title=Vucevic%203%27%20Running%20Layup%20(7%20PTS)%20(LaVine%202%20AST);[{'player': '0', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '8', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '9', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '8', 'color': 'black'}];3
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=253&GameID=0022400363&Season=2024-25&flag=1&title=LaVine%20REBOUND%20(Off:0%20Def:3);[{'player': '8', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '8', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=256&GameID=0022400363&Season=2024-25&flag=1&title=Porzingis%20S.FOUL%20(P1.T3)%20(T.Brothers);[{'player': '15', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '9', 'color': 'black'}, {'player': '8', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=258&GameID=0022400363&Season=2024-25&flag=1&title=Phillips%20Free%20Throw%201%20of%201%20(5%20PTS);[{'player': '15', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=259&GameID=0022400363&Season=2024-25&flag=1&title=Porzingis%201%27%20Finger%20Roll%20Layup%20(8%20PTS)%20(Tatum%202%20AST);[{'player': '8', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '0', 'color': 'white'}];1
